,Date,Overlap,variable,value
2241,2011-02-23,Acoustic,Zooplankton,
2242,2011-02-24,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2243,2011-02-25,Acoustic,Zooplankton,
2244,2011-02-26,Acoustic,Zooplankton,
2245,2011-02-27,Acoustic,Zooplankton,
2246,2011-02-28,Acoustic,Zooplankton,
2247,2011-03-01,Acoustic,Zooplankton,
2248,2011-03-02,Acoustic,Zooplankton,
2249,2011-03-03,Acoustic,Zooplankton,
2250,2011-03-04,AcousticWhale,Zooplankton,
2251,2011-03-05,Acoustic,Zooplankton,
2252,2011-03-06,Acoustic,Zooplankton,
2253,2011-03-07,Acoustic,Zooplankton,
2254,2011-03-08,AcousticWhale,Zooplankton,
2255,2011-03-09,Acoustic,Zooplankton,
2256,2011-03-10,Acoustic,Zooplankton,
2257,2011-03-11,Acoustic,Zooplankton,
2258,2011-03-12,Acoustic,Zooplankton,
2259,2011-03-13,AcousticWhale,Zooplankton,
2260,2011-03-14,Acoustic,Zooplankton,
2261,2011-03-15,Acoustic,Zooplankton,
2262,2011-03-16,Acoustic,Zooplankton,
2263,2011-03-17,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2264,2011-03-18,Acoustic,Zooplankton,
2265,2011-03-19,Acoustic,Zooplankton,
2266,2011-03-20,AcousticWhale,Zooplankton,
2267,2011-03-21,Acoustic,Zooplankton,
2268,2011-03-22,Acoustic,Zooplankton,
2269,2011-03-23,AcousticWhale,Zooplankton,
2270,2011-03-24,Acoustic,Zooplankton,
2271,2011-03-25,Acoustic,Zooplankton,
2272,2011-03-26,AcousticWhale,Zooplankton,
2273,2011-03-27,Acoustic,Zooplankton,
2274,2011-03-28,Acoustic,Zooplankton,
2275,2011-03-29,Acoustic,Zooplankton,
2276,2011-03-30,AcousticWhale,Zooplankton,
2277,2011-03-31,Acoustic,Zooplankton,
2278,2011-04-01,Acoustic,Zooplankton,
2279,2011-04-02,Acoustic,Zooplankton,
2280,2011-04-03,Acoustic,Zooplankton,
2281,2011-04-04,Acoustic,Zooplankton,
2282,2011-04-05,Acoustic,Zooplankton,
2283,2011-04-06,Acoustic,Zooplankton,
2284,2011-04-07,AcousticWhale,Zooplankton,
2285,2011-04-08,AcousticWhale,Zooplankton,
2286,2011-04-09,Acoustic,Zooplankton,
2287,2011-04-10,Acoustic,Zooplankton,
2288,2011-04-11,Acoustic,Zooplankton,
2289,2011-04-12,Acoustic,Zooplankton,
2290,2011-04-13,Acoustic,Zooplankton,
2291,2011-04-14,AcousticWhale,Zooplankton,
2292,2011-04-15,AcousticWhale,Zooplankton,
2293,2011-04-16,Acoustic,Zooplankton,
2294,2011-04-17,Acoustic,Zooplankton,
2295,2011-04-18,Acoustic,Zooplankton,
2296,2011-04-19,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2297,2011-04-20,Acoustic,Zooplankton,
2298,2011-04-21,Acoustic,Zooplankton,
2299,2011-04-22,AcousticWhale,Zooplankton,
2300,2011-04-23,Acoustic,Zooplankton,
2301,2011-04-24,AcousticWhale,Zooplankton,
2302,2011-04-25,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2303,2011-04-26,Acoustic,Zooplankton,
2304,2011-04-27,AcousticWhale,Zooplankton,
2305,2011-04-28,Acoustic,Zooplankton,
2306,2011-04-29,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2307,2011-04-30,AcousticWhale,Zooplankton,
2308,2011-05-01,Acoustic,Zooplankton,
2309,2011-05-02,AcousticWhale,Zooplankton,
2310,2011-05-03,AcousticWhale,Zooplankton,
2311,2011-05-04,Acoustic,Zooplankton,
2312,2011-05-05,Acoustic,Zooplankton,
2313,2011-05-06,Acoustic,Zooplankton,
2314,2011-05-07,Acoustic,Zooplankton,
2315,2011-05-08,Acoustic,Zooplankton,
2316,2011-11-30,Whale,Zooplankton,
2317,2011-12-03,Whale,Zooplankton,
2318,2012-01-07,Whale,Zooplankton,
2319,2012-01-16,Whale,Zooplankton,
2320,2012-01-23,Whale,Zooplankton,
2321,2012-01-26,WhaleZooplankton,Zooplankton,Zooplankton
2322,2012-02-02,Whale,Zooplankton,
2323,2012-02-05,Whale,Zooplankton,
2324,2012-02-09,WhaleZooplankton,Zooplankton,Zooplankton
2325,2012-02-15,WhaleZooplankton,Zooplankton,Zooplankton
2326,2012-02-16,Whale,Zooplankton,
2327,2012-02-27,WhaleZooplankton,Zooplankton,Zooplankton
2328,2012-02-29,WhaleZooplankton,Zooplankton,Zooplankton
2329,2012-03-04,Whale,Zooplankton,
2330,2012-03-12,Whale,Zooplankton,
2331,2012-03-16,Whale,Zooplankton,
2332,2012-03-17,Whale,Zooplankton,
2333,2012-03-18,Whale,Zooplankton,
2334,2012-03-19,Whale,Zooplankton,
2335,2012-03-20,Whale,Zooplankton,
2336,2012-03-21,Whale,Zooplankton,
2337,2012-03-23,WhaleZooplankton,Zooplankton,Zooplankton
2338,2012-03-31,Whale,Zooplankton,
2339,2012-04-01,WhaleZooplankton,Zooplankton,Zooplankton
2340,2012-04-06,Whale,Zooplankton,
2341,2012-04-13,WhaleZooplankton,Zooplankton,Zooplankton
2342,2012-04-17,WhaleZooplankton,Zooplankton,Zooplankton
2343,2012-04-19,Whale,Zooplankton,
2344,2012-08-16,Whale,Zooplankton,
2345,2012-11-18,Whale,Zooplankton,
2346,2012-12-12,Whale,Zooplankton,
2347,2012-12-13,Whale,Zooplankton,
2348,2012-12-29,Whale,Zooplankton,
2349,2013-01-06,Whale,Zooplankton,
2350,2013-01-11,Whale,Zooplankton,
2351,2013-01-12,Whale,Zooplankton,
2352,2013-01-17,Whale,Zooplankton,
2353,2013-01-21,Whale,Zooplankton,
2354,2013-01-28,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2355,2013-01-29,Acoustic,Zooplankton,
2356,2013-01-30,Acoustic,Zooplankton,
2357,2013-01-31,Acoustic,Zooplankton,
2358,2013-02-01,Acoustic,Zooplankton,
2359,2013-02-02,Acoustic,Zooplankton,
2360,2013-02-03,Acoustic,Zooplankton,
2361,2013-02-04,Acoustic,Zooplankton,
2362,2013-02-05,AcousticWhale,Zooplankton,
2363,2013-02-06,AcousticWhale,Zooplankton,
2364,2013-02-07,Acoustic,Zooplankton,
2365,2013-02-08,Acoustic,Zooplankton,
2366,2013-02-09,Acoustic,Zooplankton,
2367,2013-02-10,Acoustic,Zooplankton,
2368,2013-02-11,Acoustic,Zooplankton,
2369,2013-02-12,Acoustic,Zooplankton,
2370,2013-02-13,AcousticWhale,Zooplankton,
2371,2013-02-14,Acoustic,Zooplankton,
2372,2013-02-15,Acoustic,Zooplankton,
2373,2013-02-16,Acoustic,Zooplankton,
2374,2013-02-17,Acoustic,Zooplankton,
2375,2013-02-18,Acoustic,Zooplankton,
2376,2013-02-19,AcousticWhale,Zooplankton,
2377,2013-02-20,Acoustic,Zooplankton,
2378,2013-02-21,Acoustic,Zooplankton,
2379,2013-02-22,Acoustic,Zooplankton,
2380,2013-02-23,AcousticWhale,Zooplankton,
2381,2013-02-24,Acoustic,Zooplankton,
2382,2013-02-25,Acoustic,Zooplankton,
2383,2013-02-26,AcousticWhale,Zooplankton,
2384,2013-02-27,Acoustic,Zooplankton,
2385,2013-02-28,Acoustic,Zooplankton,
2386,2013-03-01,Acoustic,Zooplankton,
2387,2013-03-02,Acoustic,Zooplankton,
2388,2013-03-03,Acoustic,Zooplankton,
2389,2013-03-04,Acoustic,Zooplankton,
2390,2013-03-05,Acoustic,Zooplankton,
2391,2013-03-06,Acoustic,Zooplankton,
2392,2013-03-07,Acoustic,Zooplankton,
2393,2013-03-08,Acoustic,Zooplankton,
2394,2013-03-09,Acoustic,Zooplankton,
2395,2013-03-10,Acoustic,Zooplankton,
2396,2013-03-11,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2397,2013-03-12,Acoustic,Zooplankton,
2398,2013-03-13,AcousticWhale,Zooplankton,
2399,2013-03-14,Acoustic,Zooplankton,
2400,2013-03-15,Acoustic,Zooplankton,
2401,2013-03-16,Acoustic,Zooplankton,
2402,2013-03-17,Acoustic,Zooplankton,
2403,2013-03-18,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2404,2013-03-19,Acoustic,Zooplankton,
2405,2013-03-20,Acoustic,Zooplankton,
2406,2013-03-21,AcousticWhale,Zooplankton,
2407,2013-03-22,Acoustic,Zooplankton,
2408,2013-03-23,Acoustic,Zooplankton,
2409,2013-03-24,Acoustic,Zooplankton,
2410,2013-03-25,Acoustic,Zooplankton,
2411,2013-03-26,Acoustic,Zooplankton,
2412,2013-03-27,AcousticWhale,Zooplankton,
2413,2013-03-28,Acoustic,Zooplankton,
2414,2013-03-29,AcousticWhale,Zooplankton,
2415,2013-03-30,AcousticWhale,Zooplankton,
2416,2013-03-31,Acoustic,Zooplankton,
2417,2013-04-01,Acoustic,Zooplankton,
2418,2013-04-02,Acoustic,Zooplankton,
2419,2013-04-03,Acoustic,Zooplankton,
2420,2013-04-04,AcousticWhale,Zooplankton,
2421,2013-04-05,Acoustic,Zooplankton,
2422,2013-04-06,Acoustic,Zooplankton,
2423,2013-04-07,Acoustic,Zooplankton,
2424,2013-04-08,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2425,2013-04-09,Acoustic,Zooplankton,
2426,2013-04-10,AcousticWhale,Zooplankton,
2427,2013-04-11,AcousticWhale,Zooplankton,
2428,2013-04-12,Acoustic,Zooplankton,
2429,2013-04-13,AcousticWhale,Zooplankton,
2430,2013-04-14,AcousticWhale,Zooplankton,
2431,2013-04-15,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2432,2013-04-16,Acoustic,Zooplankton,
2433,2013-04-17,AcousticWhale,Zooplankton,
2434,2013-04-18,AcousticWhale,Zooplankton,
2435,2013-04-19,Acoustic,Zooplankton,
2436,2013-04-20,Acoustic,Zooplankton,
2437,2013-04-21,AcousticWhale,Zooplankton,
2438,2013-04-22,Acoustic,Zooplankton,
2439,2013-04-23,AcousticWhale,Zooplankton,
2440,2013-04-24,Acoustic,Zooplankton,
2441,2013-04-25,Acoustic,Zooplankton,
2442,2013-04-26,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2443,2013-04-27,AcousticWhale,Zooplankton,
2444,2013-04-28,AcousticWhale,Zooplankton,
2445,2013-04-29,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2446,2013-04-30,AcousticWhale,Zooplankton,
2447,2013-05-01,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2448,2013-05-02,Acoustic,Zooplankton,
2449,2013-05-03,Acoustic,Zooplankton,
2450,2013-05-04,Acoustic,Zooplankton,
2451,2013-05-05,AcousticZooplankton,Zooplankton,Zooplankton
2452,2013-05-06,Acoustic,Zooplankton,
2453,2013-10-31,Whale,Zooplankton,
2454,2013-12-29,Whale,Zooplankton,
2455,2014-01-05,Whale,Zooplankton,
2456,2014-01-10,Whale,Zooplankton,
2457,2014-01-16,Whale,Zooplankton,
2458,2014-01-17,Whale,Zooplankton,
2459,2014-02-01,Whale,Zooplankton,
2460,2014-02-08,Whale,Zooplankton,
2461,2014-02-12,Whale,Zooplankton,
2462,2014-02-20,Whale,Zooplankton,
2463,2014-02-23,Whale,Zooplankton,
2464,2014-03-01,AcousticWhale,Zooplankton,
2465,2014-03-02,Acoustic,Zooplankton,
2466,2014-03-03,Acoustic,Zooplankton,
2467,2014-03-04,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2468,2014-03-05,Acoustic,Zooplankton,
2469,2014-03-06,Acoustic,Zooplankton,
2470,2014-03-07,AcousticWhale,Zooplankton,
2471,2014-03-08,AcousticWhale,Zooplankton,
2472,2014-03-09,Acoustic,Zooplankton,
2473,2014-03-10,AcousticWhale,Zooplankton,
2474,2014-03-11,Acoustic,Zooplankton,
2475,2014-03-12,AcousticWhale,Zooplankton,
2476,2014-03-13,Acoustic,Zooplankton,
2477,2014-03-14,AcousticWhale,Zooplankton,
2478,2014-03-15,Acoustic,Zooplankton,
2479,2014-03-16,Acoustic,Zooplankton,
2480,2014-03-17,AcousticWhale,Zooplankton,
2481,2014-03-18,AcousticWhale,Zooplankton,
2482,2014-03-19,AcousticWhale,Zooplankton,
2483,2014-03-20,Acoustic,Zooplankton,
2484,2014-03-21,Acoustic,Zooplankton,
2485,2014-03-22,Acoustic,Zooplankton,
2486,2014-03-23,AcousticWhale,Zooplankton,
2487,2014-03-24,Acoustic,Zooplankton,
2488,2014-03-25,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2489,2014-03-26,Acoustic,Zooplankton,
2490,2014-03-27,Acoustic,Zooplankton,
2491,2014-03-28,Acoustic,Zooplankton,
2492,2014-03-29,Acoustic,Zooplankton,
2493,2014-03-30,Acoustic,Zooplankton,
2494,2014-03-31,Acoustic,Zooplankton,
2495,2014-04-01,Acoustic,Zooplankton,
2496,2014-04-02,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2497,2014-04-03,Acoustic,Zooplankton,
2498,2014-04-04,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2499,2014-04-05,Acoustic,Zooplankton,
2500,2014-04-06,AcousticWhale,Zooplankton,
2501,2014-04-07,AcousticWhale,Zooplankton,
2502,2014-04-08,Acoustic,Zooplankton,
2503,2014-04-09,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2504,2014-04-10,Acoustic,Zooplankton,
2505,2014-04-11,Acoustic,Zooplankton,
2506,2014-04-12,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2507,2014-04-13,Acoustic,Zooplankton,
2508,2014-04-14,Acoustic,Zooplankton,
2509,2014-04-15,Acoustic,Zooplankton,
2510,2014-04-16,Acoustic,Zooplankton,
2511,2014-04-17,AcousticWhale,Zooplankton,
2512,2014-04-18,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2513,2014-04-19,AcousticWhale,Zooplankton,
2514,2014-04-20,Acoustic,Zooplankton,
2515,2014-04-21,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2516,2014-04-22,Acoustic,Zooplankton,
2517,2014-04-23,Acoustic,Zooplankton,
2518,2014-04-24,Acoustic,Zooplankton,
2519,2014-04-25,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2520,2014-04-26,Acoustic,Zooplankton,
2521,2014-04-27,Acoustic,Zooplankton,
2522,2014-04-28,Acoustic,Zooplankton,
2523,2014-04-29,Acoustic,Zooplankton,
2524,2014-04-30,Acoustic,Zooplankton,
2525,2014-05-01,Acoustic,Zooplankton,
2526,2014-05-02,Acoustic,Zooplankton,
2527,2014-05-03,Acoustic,Zooplankton,
2528,2014-05-04,Acoustic,Zooplankton,
2529,2014-05-05,Acoustic,Zooplankton,
2530,2014-05-06,Acoustic,Zooplankton,
2531,2014-05-07,Acoustic,Zooplankton,
2532,2014-05-08,Acoustic,Zooplankton,
2533,2014-05-09,Acoustic,Zooplankton,
2534,2014-05-10,Acoustic,Zooplankton,
2535,2014-05-11,Acoustic,Zooplankton,
2536,2014-05-12,Acoustic,Zooplankton,
2537,2014-05-13,Acoustic,Zooplankton,
2538,2014-05-14,Acoustic,Zooplankton,
2539,2014-05-15,Acoustic,Zooplankton,
2540,2014-05-16,Acoustic,Zooplankton,
2541,2014-05-17,Acoustic,Zooplankton,
2542,2014-05-18,Acoustic,Zooplankton,
2543,2014-05-19,Acoustic,Zooplankton,
2544,2014-05-20,Acoustic,Zooplankton,
2545,2014-05-21,Acoustic,Zooplankton,
2546,2014-12-22,Whale,Zooplankton,
2547,2015-01-11,Whale,Zooplankton,
2548,2015-01-21,Whale,Zooplankton,
2549,2015-01-23,Whale,Zooplankton,
2550,2015-02-12,Whale,Zooplankton,
2551,2015-02-17,Acoustic,Zooplankton,
2552,2015-02-18,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2553,2015-02-19,Acoustic,Zooplankton,
2554,2015-02-20,Acoustic,Zooplankton,
2555,2015-02-21,Acoustic,Zooplankton,
2556,2015-02-22,Acoustic,Zooplankton,
2557,2015-02-23,Acoustic,Zooplankton,
2558,2015-02-24,AcousticWhale,Zooplankton,
2559,2015-02-25,Acoustic,Zooplankton,
2560,2015-02-26,Acoustic,Zooplankton,
2561,2015-02-27,Acoustic,Zooplankton,
2562,2015-02-28,AcousticWhale,Zooplankton,
2563,2015-03-01,Acoustic,Zooplankton,
2564,2015-03-02,Acoustic,Zooplankton,
2565,2015-03-03,AcousticWhale,Zooplankton,
2566,2015-03-04,Acoustic,Zooplankton,
2567,2015-03-05,Acoustic,Zooplankton,
2568,2015-03-06,AcousticWhale,Zooplankton,
2569,2015-03-07,AcousticWhale,Zooplankton,
2570,2015-03-08,Acoustic,Zooplankton,
2571,2015-03-09,Acoustic,Zooplankton,
2572,2015-03-10,AcousticWhale,Zooplankton,
2573,2015-03-11,Acoustic,Zooplankton,
2574,2015-03-12,Acoustic,Zooplankton,
2575,2015-03-13,Acoustic,Zooplankton,
2576,2015-03-14,Acoustic,Zooplankton,
2577,2015-03-15,Acoustic,Zooplankton,
2578,2015-03-16,Acoustic,Zooplankton,
2579,2015-03-17,Acoustic,Zooplankton,
2580,2015-03-18,Acoustic,Zooplankton,
2581,2015-03-19,Acoustic,Zooplankton,
2582,2015-03-20,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2583,2015-03-21,Acoustic,Zooplankton,
2584,2015-03-22,Acoustic,Zooplankton,
2585,2015-03-23,Acoustic,Zooplankton,
2586,2015-03-24,Acoustic,Zooplankton,
2587,2015-03-25,Acoustic,Zooplankton,
2588,2015-03-26,Acoustic,Zooplankton,
2589,2015-03-27,Acoustic,Zooplankton,
2590,2015-03-28,Acoustic,Zooplankton,
2591,2015-03-29,Acoustic,Zooplankton,
2592,2015-03-30,Acoustic,Zooplankton,
2593,2015-03-31,Acoustic,Zooplankton,
2594,2015-04-01,Acoustic,Zooplankton,
2595,2015-04-02,Acoustic,Zooplankton,
2596,2015-04-03,Acoustic,Zooplankton,
2597,2015-04-04,Acoustic,Zooplankton,
2598,2015-04-05,Acoustic,Zooplankton,
2599,2015-04-06,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2600,2015-04-07,Acoustic,Zooplankton,
2601,2015-04-08,Acoustic,Zooplankton,
2602,2015-04-09,Acoustic,Zooplankton,
2603,2015-04-10,Acoustic,Zooplankton,
2604,2015-04-11,Acoustic,Zooplankton,
2605,2015-04-12,AcousticWhale,Zooplankton,
2606,2015-04-13,Acoustic,Zooplankton,
2607,2015-04-14,Acoustic,Zooplankton,
2608,2015-04-15,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2609,2015-04-16,AcousticWhale,Zooplankton,
2610,2015-04-17,Acoustic,Zooplankton,
2611,2015-04-18,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2612,2015-04-19,AcousticWhale,Zooplankton,
2613,2015-04-20,Acoustic,Zooplankton,
2614,2015-04-21,AcousticWhale,Zooplankton,
2615,2015-04-22,AcousticWhale,Zooplankton,
2616,2015-04-23,Acoustic,Zooplankton,
2617,2015-04-24,Acoustic,Zooplankton,
2618,2015-04-25,AcousticWhale,Zooplankton,
2619,2015-04-26,AcousticWhale,Zooplankton,
2620,2015-04-27,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2621,2015-04-28,Acoustic,Zooplankton,
2622,2015-04-29,AcousticWhale,Zooplankton,
2623,2015-04-30,AcousticWhale,Zooplankton,
2624,2015-05-01,AcousticWhale,Zooplankton,
2625,2015-05-02,AcousticWhale,Zooplankton,
2626,2015-05-03,AcousticWhale,Zooplankton,
2627,2015-05-04,AcousticWhale,Zooplankton,
2628,2015-05-05,Acoustic,Zooplankton,
2629,2015-05-06,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2630,2015-05-07,AcousticWhale,Zooplankton,
2631,2015-05-08,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2632,2015-05-09,AcousticWhale,Zooplankton,
2633,2015-05-10,Acoustic,Zooplankton,
2634,2015-05-11,AcousticWhale,Zooplankton,
2635,2015-05-12,Acoustic,Zooplankton,
2636,2015-05-13,Acoustic,Zooplankton,
2637,2015-05-14,Acoustic,Zooplankton,
2638,2015-05-15,Acoustic,Zooplankton,
2639,2015-05-16,Acoustic,Zooplankton,
2640,2015-05-17,Acoustic,Zooplankton,
2641,2015-05-18,Acoustic,Zooplankton,
2642,2015-05-19,Acoustic,Zooplankton,
2643,2015-05-20,Acoustic,Zooplankton,
2644,2015-05-21,Acoustic,Zooplankton,
2645,2015-07-23,Whale,Zooplankton,
2646,2015-08-29,Whale,Zooplankton,
2647,2015-08-30,Whale,Zooplankton,
2648,2015-09-02,Whale,Zooplankton,
2649,2016-01-07,Whale,Zooplankton,
2650,2016-01-15,Whale,Zooplankton,
2651,2016-01-30,Whale,Zooplankton,
2652,2016-02-07,Whale,Zooplankton,
2653,2016-02-12,Whale,Zooplankton,
2654,2016-02-15,Acoustic,Zooplankton,
2655,2016-02-16,Acoustic,Zooplankton,
2656,2016-02-17,AcousticWhale,Zooplankton,
2657,2016-02-18,Acoustic,Zooplankton,
2658,2016-02-19,AcousticWhale,Zooplankton,
2659,2016-02-20,Acoustic,Zooplankton,
2660,2016-02-21,AcousticWhale,Zooplankton,
2661,2016-02-22,Acoustic,Zooplankton,
2662,2016-02-23,Acoustic,Zooplankton,
2663,2016-02-24,Acoustic,Zooplankton,
2664,2016-02-25,Acoustic,Zooplankton,
2665,2016-02-26,Acoustic,Zooplankton,
2666,2016-02-27,AcousticWhale,Zooplankton,
2667,2016-02-28,Acoustic,Zooplankton,
2668,2016-02-29,Acoustic,Zooplankton,
2669,2016-03-01,AcousticWhale,Zooplankton,
2670,2016-03-02,Acoustic,Zooplankton,
2671,2016-03-03,Acoustic,Zooplankton,
2672,2016-03-04,AcousticWhale,Zooplankton,
2673,2016-03-05,Acoustic,Zooplankton,
2674,2016-03-06,AcousticWhale,Zooplankton,
2675,2016-03-07,Acoustic,Zooplankton,
2676,2016-03-08,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2677,2016-03-09,Acoustic,Zooplankton,
2678,2016-03-10,AcousticWhale,Zooplankton,
2679,2016-03-11,Acoustic,Zooplankton,
2680,2016-03-12,Acoustic,Zooplankton,
2681,2016-03-13,Acoustic,Zooplankton,
2682,2016-03-14,Acoustic,Zooplankton,
2683,2016-03-15,Acoustic,Zooplankton,
2684,2016-03-16,Acoustic,Zooplankton,
2685,2016-03-17,AcousticWhale,Zooplankton,
2686,2016-03-18,Acoustic,Zooplankton,
2687,2016-03-19,AcousticWhale,Zooplankton,
2688,2016-03-20,Acoustic,Zooplankton,
2689,2016-03-21,Acoustic,Zooplankton,
2690,2016-03-22,Acoustic,Zooplankton,
2691,2016-03-23,AcousticWhale,Zooplankton,
2692,2016-03-24,Acoustic,Zooplankton,
2693,2016-03-25,Acoustic,Zooplankton,
2694,2016-03-26,Acoustic,Zooplankton,
2695,2016-03-27,AcousticWhale,Zooplankton,
2696,2016-03-28,Acoustic,Zooplankton,
2697,2016-03-29,Acoustic,Zooplankton,
2698,2016-03-30,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2699,2016-03-31,Acoustic,Zooplankton,
2700,2016-04-01,AcousticWhale,Zooplankton,
2701,2016-04-02,AcousticWhale,Zooplankton,
2702,2016-04-03,Acoustic,Zooplankton,
2703,2016-04-04,Acoustic,Zooplankton,
2704,2016-04-05,Acoustic,Zooplankton,
2705,2016-04-06,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2706,2016-04-07,Acoustic,Zooplankton,
2707,2016-04-08,Acoustic,Zooplankton,
2708,2016-04-09,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2709,2016-04-10,Acoustic,Zooplankton,
2710,2016-04-11,Acoustic,Zooplankton,
2711,2016-04-12,Acoustic,Zooplankton,
2712,2016-04-13,AcousticWhale,Zooplankton,
2713,2016-04-14,Acoustic,Zooplankton,
2714,2016-04-15,Acoustic,Zooplankton,
2715,2016-04-16,Acoustic,Zooplankton,
2716,2016-04-17,AcousticWhale,Zooplankton,
2717,2016-04-18,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2718,2016-04-19,AcousticWhale,Zooplankton,
2719,2016-04-20,Acoustic,Zooplankton,
2720,2016-04-21,AcousticWhale,Zooplankton,
2721,2016-04-22,AcousticWhale,Zooplankton,
2722,2016-04-23,Acoustic,Zooplankton,
2723,2016-04-24,Acoustic,Zooplankton,
2724,2016-04-25,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2725,2016-04-26,Acoustic,Zooplankton,
2726,2016-04-27,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2727,2016-04-28,AcousticWhale,Zooplankton,
2728,2016-04-29,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2729,2016-04-30,AcousticWhale,Zooplankton,
2730,2016-05-01,Acoustic,Zooplankton,
2731,2016-05-02,Acoustic,Zooplankton,
2732,2016-05-03,Acoustic,Zooplankton,
2733,2016-05-04,Acoustic,Zooplankton,
2734,2016-05-05,Acoustic,Zooplankton,
2735,2016-05-06,Acoustic,Zooplankton,
2736,2016-05-07,Acoustic,Zooplankton,
2737,2016-05-08,Acoustic,Zooplankton,
2738,2016-05-09,Acoustic,Zooplankton,
2739,2016-05-10,Acoustic,Zooplankton,
2740,2016-05-11,Acoustic,Zooplankton,
2741,2016-05-12,Acoustic,Zooplankton,
2742,2016-05-13,Acoustic,Zooplankton,
2743,2016-05-14,Acoustic,Zooplankton,
2744,2016-05-15,Acoustic,Zooplankton,
2745,2016-05-16,Acoustic,Zooplankton,
2746,2016-05-17,Acoustic,Zooplankton,
2747,2016-05-18,Acoustic,Zooplankton,
2748,2016-05-19,Acoustic,Zooplankton,
2749,2016-05-20,Acoustic,Zooplankton,
2750,2016-05-21,Acoustic,Zooplankton,
2751,2016-05-22,Acoustic,Zooplankton,
2752,2016-05-23,Acoustic,Zooplankton,
2753,2016-05-24,Acoustic,Zooplankton,
2754,2016-05-25,Acoustic,Zooplankton,
2755,2017-01-17,Whale,Zooplankton,
2756,2017-01-19,Whale,Zooplankton,
2757,2017-01-30,Whale,Zooplankton,
2758,2017-02-03,Whale,Zooplankton,
2759,2017-02-14,Whale,Zooplankton,
2760,2017-02-19,Whale,Zooplankton,
2761,2017-02-21,AcousticWhale,Zooplankton,
2762,2017-02-22,Acoustic,Zooplankton,
2763,2017-02-23,AcousticWhale,Zooplankton,
2764,2017-02-24,AcousticWhale,Zooplankton,
2765,2017-02-25,Acoustic,Zooplankton,
2766,2017-02-26,Acoustic,Zooplankton,
2767,2017-02-27,Acoustic,Zooplankton,
2768,2017-02-28,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2769,2017-03-01,Acoustic,Zooplankton,
2770,2017-03-02,Acoustic,Zooplankton,
2771,2017-03-03,Acoustic,Zooplankton,
2772,2017-03-04,Acoustic,Zooplankton,
2773,2017-03-05,Acoustic,Zooplankton,
2774,2017-03-06,AcousticWhale,Zooplankton,
2775,2017-03-07,Acoustic,Zooplankton,
2776,2017-03-08,Acoustic,Zooplankton,
2777,2017-03-09,Acoustic,Zooplankton,
2778,2017-03-10,Acoustic,Zooplankton,
2779,2017-03-11,Acoustic,Zooplankton,
2780,2017-03-12,Acoustic,Zooplankton,
2781,2017-03-13,Acoustic,Zooplankton,
2782,2017-03-14,AcousticWhale,Zooplankton,
2783,2017-03-15,Acoustic,Zooplankton,
2784,2017-03-16,Acoustic,Zooplankton,
2785,2017-03-17,Acoustic,Zooplankton,
2786,2017-03-18,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2787,2017-03-19,Acoustic,Zooplankton,
2788,2017-03-20,Acoustic,Zooplankton,
2789,2017-03-21,AcousticWhale,Zooplankton,
2790,2017-03-22,Acoustic,Zooplankton,
2791,2017-03-23,Acoustic,Zooplankton,
